RegionID	Chr	Pos	NumReads	NumCpGs	VC_maxdist	VC_skip	Sig_maxdist	Sig_skip	DomLabel_maxdist	DomLabel_skip	CramersV_maxdist	CramersV_skip	PermanovaP_maxdist	PermanovaP_skip
67	chr1	9306149	97	187	Weak	Strong	False	False	hp	hp	0	0	1	0.01
69	chr1	9656571	147	305	Weak	Strong	False	True	hp	hp	0	0.6272	1	0.01
72	chr1	10019468	124	154	Strong	Weak	False	False	hp	hp	0	0	0.01	1
74	chr1	10503768	127	165	Weak	Noise	False	False	hp	allele	0	0	1	1
76	chr1	10867491	122	247	Strong	Strong	False	True	hp	hp	0	0.9454	0.01	0.01
77	chr1	11078021	131	197	Strong	Weak	False	False	hp	allele	0	0	0.01	1
80	chr1	11387326	132	172	Weak	Subclone	False	False	hp	allele	0	0	0.01	0.01
81	chr1	11395895	123	177	Weak	Strong	False	False	hp	hp	0	0	1	0.01
82	chr1	11476972	133	263	Weak	Strong	False	True	allele	allele	0	1	1	0.01
83	chr1	11495599	124	166	Weak	Strong	False	False	hp	hp	0	0	1	0.01
84	chr1	11511598	100	74	Weak	Strong	False	False	hp	hp	0	0	1	0.01
85	chr1	11605575	139	191	Strong	Strong	False	True	hp	hp	0	0.5657	0.01	0.01
86	chr1	11805214	125	232	Weak	Strong	False	True	hp	hp	0	0.2818	1	0.01
87	chr1	11928717	120	289	Weak	Strong	False	False	allele	allele	0	0	1	0.01
88	chr1	12061318	141	165	Strong	Strong	True	False	hp	hp	0.5768	0	0.01	0.01
89	chr1	12068814	130	183	Weak	Strong	False	True	hp	hp	0	0.6056	1	0.01
91	chr1	12213928	146	151	Weak	Strong	False	True	hp	hp	0	0.3063	0.01	0.01
95	chr1	12447458	156	81	Strong	Strong	True	False	hp	hp	0.5133	0	0.01	0.01
96	chr1	12589058	114	155	Weak	Strong	False	False	hp	hp	0	0	1	0.01
97	chr1	12641149	135	109	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
98	chr1	12724814	118	88	Weak	Strong	False	False	hp	hp	0	0	1	0.01
99	chr1	12724815	116	88	Weak	Strong	False	False	hp	hp	0	0	1	0.01
100	chr1	12732374	113	40	Weak	Strong	False	False	hp	hp	0	0	1	0.01
101	chr1	12870197	103	88	Weak	Strong	False	True	hp	hp	0	0.6559	1	0.01
102	chr1	13113846	114	98	Weak	Strong	False	False	allele	hp	0	0	1	0.01
103	chr1	13443418	100	217	Weak	Strong	False	False	hp	hp	0	0	1	0.01
106	chr1	13865508	127	89	Strong	Strong	False	True	hp	hp	0	0.6708	0.01	0.01
107	chr1	13925188	106	93	Weak	Strong	False	False	hp	hp	0	0	1	0.01
108	chr1	14035002	114	82	Weak	Strong	False	False	hp	hp	0	0	1	0.01
109	chr1	14190787	127	65	Weak	Strong	False	True	hp	hp	0	0.8877	0.01	0.01
111	chr1	14283252	121	84	Weak	Strong	False	True	allele	hp	0	0.3908	1	0.01
112	chr1	14322856	141	69	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
113	chr1	14672143	99	110	Weak	Strong	False	True	allele	allele	0	0.6053	1	0.01
114	chr1	14674397	80	106	Weak	Strong	False	True	allele	allele	0	1	1	0.01
115	chr1	14720122	131	144	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
116	chr1	14830726	128	147	Strong	Strong	True	False	hp	hp	0.6361	0	0.01	0.01
117	chr1	14949317	113	145	Weak	Strong	False	True	allele	hp	0	0.9167	1	0.01
122	chr1	16045915	131	210	Strong	Strong	False	True	hp	hp	0	1	0.01	0.01
123	chr1	16122212	115	188	Strong	Strong	True	False	hp	hp	0.3588	0	0.01	0.01
124	chr1	16395272	129	138	Strong	Weak	False	False	hp	allele	0	0	0.01	1
127	chr1	16725885	278	225	Weak	Strong	False	False	hp	hp	0	0	1	0.01
129	chr1	16907760	136	157	Weak	Strong	False	False	allele	allele	0	0	1	0.01
130	chr1	16963385	109	274	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
132	chr1	17161848	113	98	Weak	Strong	False	False	hp	hp	0	0	1	0.01
134	chr1	17421003	91	271	Weak	Noise	False	False	hp	allele	0	0	1	1
136	chr1	17441137	136	425	Weak	Strong	False	False	allele	allele	0	0	1	0.01
137	chr1	17501965	141	167	Weak	Strong	False	False	hp	hp	0	0	1	0.01
138	chr1	17724745	134	126	Weak	Strong	False	False	hp	hp	0	0	1	0.01
142	chr1	18234722	135	94	Strong	Strong	False	True	hp	allele	0	0.6745	0.01	0.01
143	chr1	18353435	103	135	Weak	Strong	False	True	allele	hp	0	1	1	0.01
144	chr1	18704102	112	157	Strong	Strong	False	True	hp	hp	0	1	0.01	0.01
146	chr1	18849578	145	116	Strong	Strong	False	True	hp	hp	0	0.4638	0.01	0.01
150	chr1	19503763	110	147	Weak	Strong	False	False	hp	allele	0	0	1	0.01
151	chr1	19676495	82	144	Weak	Strong	False	False	allele	allele	0	0	1	0.01
152	chr1	19765283	100	157	Weak	Strong	False	False	allele	allele	0	0	1	0.01
154	chr1	19968426	120	103	Weak	Strong	False	True	hp	hp	0	0.9231	1	0.01
155	chr1	20160061	107	114	Strong	Strong	False	True	hp	hp	0	0.6693	0.01	0.01
156	chr1	20204606	112	126	Weak	Strong	False	False	allele	allele	0	0	1	0.01
157	chr1	20304224	132	120	Weak	Strong	False	False	hp	hp	0	0	1	0.01
159	chr1	20322912	125	147	Strong	Weak	False	False	hp	hp	0	0	0.01	1
160	chr1	20327117	132	113	Weak	Strong	False	False	allele	hp	0	0	1	0.01
161	chr1	20332194	114	122	Weak	Strong	False	False	allele	allele	0	0	1	0.01
164	chr1	20743588	158	90	Weak	Noise	False	False	hp	hp	0	0	1	1
165	chr1	20912178	142	99	Weak	Noise	False	False	hp	hp	0	0	1	1
168	chr1	21859436	114	223	Weak	Strong	False	False	allele	allele	0	0	1	0.01
169	chr1	21909671	105	164	Weak	Strong	False	False	hp	hp	0	0	1	0.01
171	chr1	22387477	127	180	Weak	Strong	False	False	hp	hp	0	0	1	0.01
172	chr1	22634437	119	143	Strong	Strong	False	True	hp	hp	0	0.6176	0.01	0.01
174	chr1	22667837	107	136	Strong	Strong	False	True	hp	hp	0	1	0.01	0.01
175	chr1	22703635	123	102	Weak	Strong	False	True	hp	hp	0	1	1	0.01
176	chr1	22901430	99	117	Weak	Strong	False	True	hp	hp	0	0.9021	1	0.01
177	chr1	22933256	106	125	Weak	Strong	False	False	hp	hp	0	0	1	0.01
178	chr1	23041213	116	100	Weak	Noise	False	False	hp	hp	0	0	1	1
179	chr1	23416481	128	131	Weak	Strong	False	False	hp	hp	0	0	1	0.01
185	chr1	24200092	141	175	Strong	Strong	False	True	hp	hp	0	0.9527	0.01	0.01
186	chr1	24214668	145	110	Weak	Strong	False	True	hp	hp	0	0.9756	1	0.01
187	chr1	24238676	149	137	Weak	Strong	False	True	hp	hp	0	0.5676	0.01	0.01
190	chr1	24492167	117	156	Weak	Strong	False	False	hp	hp	0.0931	0	1	0.01
192	chr1	24630300	119	170	Strong	Strong	False	True	hp	hp	0	0.5501	0.01	0.01
193	chr1	24635403	113	131	Weak	Strong	False	False	hp	hp	0	0	1	0.01
194	chr1	24748992	133	317	Weak	Strong	False	True	hp	hp	0	0.3444	1	0.01
196	chr1	24864071	136	208	Weak	Strong	False	False	hp	hp	0	0	1	0.01
197	chr1	24892118	124	89	Weak	Strong	False	False	hp	hp	0	0	1	0.01
199	chr1	25119470	151	134	Weak	Strong	False	False	hp	hp	0	0	1	0.01
201	chr1	25299604	125	156	Strong	Weak	True	False	hp	hp	0.1455	0	0.01	1
202	chr1	25616686	107	349	Weak	Strong	False	True	allele	hp	0	0.6177	1	0.01
205	chr1	25998915	105	175	Strong	Weak	False	False	hp	hp	0	0	0.01	1
207	chr1	26072337	115	130	Weak	Strong	False	False	hp	hp	0	0	1	0.01
210	chr1	26616750	100	241	Weak	Strong	False	False	allele	hp	0	0	1	0.01
211	chr1	26745449	98	111	Weak	Strong	False	True	hp	hp	0	1	1	0.01
213	chr1	27019812	147	147	Weak	Strong	False	True	hp	hp	0	0.9522	1	0.01
215	chr1	27658774	126	208	Weak	Strong	False	False	hp	hp	0	0	1	0.01
220	chr1	28472115	131	125	Weak	Noise	False	False	hp	hp	0	0	1	1
221	chr1	28718082	118	180	Strong	Weak	False	False	hp	allele	0	0	0.01	1
222	chr1	28906949	147	129	Weak	Noise	False	False	hp	hp	0	0	1	1
224	chr1	29014067	153	109	Strong	Weak	False	False	hp	allele	0	0	0.01	1
226	chr1	29076139	118	92	Weak	Noise	False	False	hp	hp	0	0	1	1
227	chr1	29241683	104	322	Strong	Strong	False	True	hp	hp	0	0.9684	0.01	0.01
229	chr1	29396876	128	90	Weak	Strong	False	True	allele	hp	0	1	1	0.01
230	chr1	29587977	119	109	Weak	Strong	False	True	hp	hp	0	0.5984	1	0.01
231	chr1	29682613	110	144	Weak	Strong	False	True	hp	hp	0	0.9703	1	0.01
233	chr1	30006670	83	110	Weak	Strong	False	False	hp	allele	0	0	0.01	0.01
234	chr1	30070319	127	92	Strong	Strong	False	True	hp	hp	0	0.9447	0.01	0.01
235	chr1	30225188	102	111	Strong	Strong	False	True	hp	hp	0	0.9251	0.01	0.01
236	chr1	30355591	133	65	Weak	Strong	False	True	hp	hp	0	0.3822	1	0.01
237	chr1	30395178	158	72	Weak	Strong	False	True	allele	allele	0	0.9219	1	0.01
238	chr1	30538580	91	96	Weak	Strong	False	False	allele	hp	0	0	1	0.01
239	chr1	30551369	124	42	Weak	Strong	False	True	allele	allele	0	0.9764	1	0.01
240	chr1	30559640	141	46	Strong	Strong	False	True	hp	hp	0	0.2684	0.01	0.01
241	chr1	30827396	124	192	Weak	Strong	False	False	hp	hp	0	0	1	0.01
245	chr1	31426927	144	159	Noise	Weak	False	False	hp	hp	0	0	1	0.01
247	chr1	31727936	137	189	Weak	Strong	False	False	hp	hp	0	0	1	0.01
248	chr1	31754135	120	178	Weak	Strong	False	False	hp	hp	0	0	1	0.01
249	chr1	31773605	137	219	Weak	Strong	False	False	hp	hp	0	0	1	0.01
250	chr1	31788314	147	198	Weak	Strong	False	True	allele	hp	0	0.4955	1	0.01
251	chr1	31835245	135	119	Noise	Weak	False	False	hp	hp	0	0	1	1
254	chr1	32463818	156	194	Strong	Strong	False	True	hp	hp	0	0.3536	0.01	0.01
255	chr1	33182916	119	211	Weak	Strong	False	True	allele	hp	0	1	1	0.01
256	chr1	33382451	109	91	Weak	Strong	False	True	hp	hp	0	0.6231	1	0.01
258	chr1	33567887	116	65	Weak	Strong	False	True	hp	hp	0	0.9402	1	0.01
259	chr1	33627506	139	127	Weak	Strong	False	False	hp	hp	0	0	1	0.01
260	chr1	33627507	135	127	Weak	Strong	False	False	hp	hp	0	0	1	0.01
261	chr1	33679780	124	81	Weak	Strong	False	False	hp	hp	0	0	1	0.01
262	chr1	33761985	109	69	Weak	Strong	False	False	hp	hp	0	0	1	0.01
263	chr1	33770546	103	82	Weak	Strong	False	False	hp	hp	0	0	1	0.01
265	chr1	33998092	102	92	Weak	Strong	False	True	hp	hp	0	0.9362	1	0.01
266	chr1	34008087	109	86	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
267	chr1	34009378	103	101	Weak	Strong	False	True	hp	hp	0	0.75	1	0.01
269	chr1	34379820	107	99	Weak	Strong	False	False	hp	hp	0	0	1	0.01
270	chr1	34577155	130	84	Weak	Strong	False	False	allele	allele	0	0	1	0.01
272	chr1	34813071	145	93	Weak	Strong	False	False	hp	hp	0	0	1	0.01
273	chr1	34916319	119	110	Weak	Strong	False	False	allele	hp	0	0	1	0.01
274	chr1	35306827	123	133	Weak	Noise	False	False	hp	allele	0	0	1	1
278	chr1	35448200	121	63	Weak	Strong	False	False	hp	hp	0	0	1	0.01
279	chr1	35452497	119	81	Weak	Strong	False	False	allele	allele	0	0	1	0.01
283	chr1	36179727	126	317	Weak	Noise	False	False	hp	hp	0	0	1	1
284	chr1	36179728	126	317	Weak	Noise	False	False	hp	hp	0	0	1	1
285	chr1	36291846	116	119	Weak	Noise	False	False	hp	hp	0	0	1	1
287	chr1	36498927	127	92	Weak	Strong	False	False	hp	hp	0	0	1	0.01
288	chr1	36566505	142	112	Weak	Strong	False	True	hp	hp	0	0.6439	0.01	0.01
289	chr1	36586753	122	148	Weak	Strong	False	True	hp	hp	0	0.9696	1	0.01
290	chr1	36621347	114	124	Weak	Strong	False	True	hp	hp	0	0.9451	1	0.01
291	chr1	36624094	115	131	Weak	Strong	False	False	hp	hp	0	0	1	0.01
292	chr1	36691449	111	106	Weak	Strong	False	True	allele	hp	0	0.9707	1	0.01
294	chr1	36883323	94	103	Weak	Subclone	False	False	hp	hp	0	0	1	0.01
295	chr1	37044956	101	124	Weak	Strong	False	True	allele	hp	0	0.9689	1	0.01
296	chr1	37068439	110	108	Weak	Strong	False	True	allele	allele	0	0.9661	1	0.01
297	chr1	37254240	96	100	Weak	Strong	False	True	allele	hp	0	0.8762	1	0.01
298	chr1	37266948	124	101	Weak	Strong	False	True	hp	hp	0	0.9282	1	0.01
299	chr1	37290070	95	101	Weak	Strong	False	True	hp	hp	0	0.9068	1	0.01
301	chr1	37369340	105	77	Strong	Weak	False	False	hp	hp	0	0	0.01	1
302	chr1	37775857	117	91	Weak	Strong	False	False	hp	hp	0	0	1	0.01
305	chr1	38002284	133	250	Strong	Weak	False	False	hp	allele	0	0	0.01	1
306	chr1	38219780	113	101	Weak	Strong	False	False	hp	hp	0	0	1	0.01
307	chr1	38238180	112	98	Weak	Strong	False	False	allele	hp	0	0	1	0.01
308	chr1	38255463	99	94	Weak	Strong	False	False	hp	hp	0	0	1	0.01
309	chr1	38267770	81	119	Weak	Strong	False	True	hp	hp	0	1	1	0.01
310	chr1	38334649	91	80	Weak	Strong	False	True	allele	allele	0	0.8841	1	0.01
311	chr1	38349190	102	61	Weak	Strong	False	False	hp	hp	0	0	1	0.01
313	chr1	38565379	107	138	Weak	Strong	False	False	hp	hp	0	0	1	0.01
314	chr1	38736335	88	93	Weak	Strong	False	True	hp	hp	0	0.9606	1	0.01
315	chr1	38748531	95	103	Weak	Strong	False	True	hp	hp	0	0.9587	1	0.01
317	chr1	38949868	129	142	Weak	Strong	False	True	hp	hp	0	0.9491	1	0.01
318	chr1	39078224	139	311	Weak	Strong	False	False	hp	hp	0	0	1	0.01
320	chr1	39195231	107	112	Weak	Strong	False	False	hp	hp	0	0	1	0.01
322	chr1	39570136	116	121	Strong	Weak	False	False	hp	hp	0	0	0.01	1
323	chr1	39714746	118	110	Strong	Strong	False	True	hp	hp	0	0.83	0.01	0.01
324	chr1	39714747	118	110	Strong	Strong	False	True	hp	hp	0	0.8598	0.01	0.01
325	chr1	39718326	137	88	Weak	Strong	False	False	hp	hp	0	0	1	0.01
327	chr1	39910450	123	174	Weak	Strong	False	False	hp	hp	0	0	1	0.01
332	chr1	40284533	132	125	Weak	Noise	False	False	hp	hp	0	0	1	1
333	chr1	40308605	107	186	Strong	Weak	False	False	hp	hp	0	0	0.01	1
334	chr1	40651027	121	161	Strong	Strong	True	False	hp	hp	0.4354	0	0.01	0.01
335	chr1	40786498	185	315	Strong	Weak	False	False	hp	hp	0	0	0.01	1
339	chr1	40930293	185	94	Weak	Strong	False	True	hp	hp	0	0.3773	0.01	0.01
340	chr1	40948184	150	128	Weak	Strong	False	False	hp	hp	0	0	1	0.01
341	chr1	40950325	148	146	Weak	Strong	False	False	hp	hp	0	0	1	0.01
347	chr1	41614658	124	121	Strong	Noise	False	False	hp	allele	0	0	0.01	1
348	chr1	41626257	108	116	Weak	Strong	False	False	hp	hp	0	0	1	0.01
349	chr1	41642940	109	99	Weak	Strong	False	False	hp	hp	0	0	1	0.01
351	chr1	41947487	144	98	Weak	Strong	False	False	hp	hp	0	0	1	0.01
352	chr1	42046761	132	62	Weak	Strong	False	True	hp	hp	0	0.5653	1	0.01
353	chr1	42179175	127	94	Weak	Noise	False	False	hp	hp	0	0	1	1
354	chr1	42572356	160	59	Weak	Strong	False	True	hp	allele	0	0.3194	1	0.01
355	chr1	42633569	141	95	Weak	Strong	False	False	hp	hp	0	0	1	0.01
356	chr1	42709497	124	112	Weak	Noise	False	False	hp	allele	0	0	1	1
357	chr1	42794426	121	95	Weak	Strong	False	False	hp	hp	0	0	1	0.01
358	chr1	42870521	101	47	Strong	Strong	False	True	allele	allele	0	0.5411	0.01	0.01
360	chr1	43025461	135	149	Weak	Strong	False	False	hp	hp	0	0	1	0.01
361	chr1	43182975	107	104	Weak	Strong	False	False	hp	hp	0	0	1	0.01
362	chr1	43261215	139	101	Weak	Strong	False	False	hp	hp	0	0	1	0.01
363	chr1	43338032	120	121	Weak	Strong	False	False	hp	hp	0	0	1	0.01
364	chr1	43737068	140	93	Weak	Noise	False	False	hp	hp	0	0	1	1
365	chr1	43757112	145	99	Weak	Noise	False	False	hp	allele	0	0	1	1
366	chr1	43827694	98	50	Weak	Noise	False	False	hp	hp	0	0	1	1
368	chr1	43943718	117	200	Weak	Noise	False	False	hp	hp	0	0	0.01	1
372	chr1	44052632	135	85	Strong	Weak	False	False	hp	hp	0	0	0.01	1
373	chr1	44077844	124	104	Weak	Strong	False	False	hp	hp	0	0	1	0.01
374	chr1	44106748	104	143	Weak	Strong	False	False	hp	hp	0	0	1	0.01
375	chr1	44106749	107	143	Weak	Strong	False	False	allele	hp	0	0	1	0.01
376	chr1	44130827	134	140	Weak	Strong	False	False	hp	hp	0	0	1	0.01
377	chr1	44134367	129	138	Strong	Strong	False	True	hp	hp	0	1	0.01	0.01
378	chr1	44169943	124	104	Weak	Strong	False	False	hp	hp	0	0	1	0.01
379	chr1	44219594	156	179	Noise	Weak	False	False	hp	hp	0	0	1	1
382	chr1	44381952	131	89	Weak	Strong	False	True	hp	hp	0	0.7673	1	0.01
385	chr1	44616341	127	151	Weak	Strong	False	True	hp	hp	0	0.3439	0.01	0.01
386	chr1	44678741	134	184	Weak	Noise	False	False	hp	allele	0	0	1	1
388	chr1	44964249	160	129	Weak	Noise	False	False	hp	allele	0	0	1	1
389	chr1	45144982	141	47	Weak	Strong	False	True	hp	hp	0	0.3077	1	0.01
390	chr1	45234225	122	68	Weak	Strong	False	False	hp	hp	0	0	1	0.01
397	chr1	45887857	103	88	Weak	Noise	False	False	hp	hp	0	0	0.01	1
398	chr1	46152724	132	89	Weak	Strong	False	False	hp	hp	0	0	1	0.01
399	chr1	46159490	107	85	Weak	Strong	False	False	hp	hp	0	0	1	0.01
400	chr1	46286843	141	136	Strong	Noise	False	False	hp	allele	0	0	0.01	1
402	chr1	46494451	136	314	Weak	Strong	False	True	hp	hp	0	0.5976	1	0.01
403	chr1	46654677	134	50	Weak	Noise	False	False	hp	allele	0	0	1	1
404	chr1	46654679	132	50	Weak	Noise	False	False	hp	allele	0	0	1	1
407	chr1	46939831	114	65	Weak	Strong	False	False	hp	hp	0	0	1	0.01
408	chr1	47022383	165	133	Weak	Strong	False	True	allele	hp	0	0.6686	1	0.01
409	chr1	47118370	127	62	Weak	Strong	False	False	hp	hp	0	0	1	0.01
410	chr1	47164030	116	70	Weak	Strong	False	False	allele	hp	0	0	1	0.01
411	chr1	47220890	131	201	Strong	Strong	False	True	hp	hp	0	0.5479	0.01	0.01
412	chr1	47559217	121	92	Weak	Strong	False	True	hp	hp	0	0.6457	1	0.01
413	chr1	47568837	112	109	Weak	Strong	False	True	hp	hp	0	0.5379	1	0.01
414	chr1	47652992	121	99	Weak	Strong	False	False	allele	allele	0	0	1	0.01
415	chr1	47686811	115	143	Weak	Strong	False	False	hp	hp	0	0	1	0.01
416	chr1	47744624	80	57	Weak	Strong	False	True	allele	hp	0	0.5457	1	0.01
417	chr1	47784728	106	119	Weak	Strong	False	True	hp	hp	0	0.549	0.01	0.01
418	chr1	48063840	126	55	Weak	Strong	False	True	hp	hp	0	1	0.01	0.01
419	chr1	48081616	126	61	Weak	Strong	False	False	hp	allele	0	0	1	0.01
420	chr1	48125756	134	40	Strong	Strong	False	True	hp	allele	0	0.9303	0.01	0.01
421	chr1	48149137	110	92	Weak	Strong	False	True	hp	hp	0	0.9735	1	0.01
422	chr1	48158346	92	61	Weak	Strong	False	False	allele	hp	0	0	1	0.01
423	chr1	48181645	132	39	Weak	Strong	False	False	allele	allele	0	0	1	0.01
424	chr1	48480981	103	135	Weak	Strong	False	False	allele	hp	0	0	1	0.01
425	chr1	48528181	117	67	Weak	Strong	False	False	hp	hp	0	0	1	0.01
426	chr1	48578867	105	82	Weak	Strong	False	False	allele	allele	0	0	1	0.01
427	chr1	48670630	114	73	Weak	Strong	False	True	hp	hp	0	0.6566	1	0.01
428	chr1	48723826	128	62	Weak	Strong	False	True	hp	hp	0	0.956	1	0.01
429	chr1	48804312	134	42	Weak	Strong	False	True	allele	hp	0	0.6993	1	0.01
430	chr1	48904937	113	36	Strong	Weak	False	False	hp	allele	0	0	0.01	1
431	chr1	48946260	119	60	Weak	Strong	False	False	allele	hp	0	0	1	0.01
432	chr1	49219872	132	39	Noise	Subclone	False	False	allele	allele	0	0	1	0.01
433	chr1	49247779	136	38	Weak	Strong	False	False	hp	hp	0	0	1	0.01
438	chr1	49525159	133	57	Weak	Strong	False	False	allele	allele	0	0	1	0.01
439	chr1	49554066	116	101	Weak	Strong	False	False	allele	allele	0	0	1	0.01
440	chr1	49580674	123	52	Weak	Strong	False	False	hp	hp	0	0	1	0.01
443	chr1	49667604	103	24	Weak	Strong	False	False	hp	hp	0	0	1	0.01
444	chr1	49774816	115	46	Weak	Strong	False	False	allele	allele	0	0	1	0.01
445	chr1	49837015	122	67	Weak	Strong	False	False	hp	hp	0	0	1	0.01
446	chr1	49866394	122	54	Strong	Strong	True	False	allele	allele	0.3063	0	0.01	0.01
447	chr1	49963814	136	48	Weak	Strong	False	False	hp	hp	0	0	1	0.01
448	chr1	49999017	133	67	Noise	Strong	False	True	hp	hp	0	0.3346	1	0.01
450	chr1	50038815	118	70	Weak	Strong	False	False	allele	allele	0	0	1	0.01
451	chr1	50054524	130	70	Weak	Strong	False	True	hp	allele	0	0.3663	1	0.01
452	chr1	50063884	119	46	Weak	Strong	False	True	allele	allele	0	0.9665	1	0.01
453	chr1	50079224	129	49	Weak	Strong	False	False	hp	allele	0	0	1	0.01
454	chr1	50150366	124	67	Weak	Strong	False	False	hp	hp	0	0	0.01	0.01
455	chr1	50172549	128	43	Weak	Strong	False	False	hp	hp	0	0	1	0.01
457	chr1	50500209	131	50	Weak	Noise	False	False	hp	hp	0	0	0.01	1
459	chr1	50804939	98	39	Weak	Noise	False	False	hp	hp	0	0	1	1
460	chr1	51093698	128	53	Weak	Strong	False	False	hp	hp	0	0	1	0.01
461	chr1	51346057	105	158	Weak	Strong	False	False	hp	allele	0	0	1	0.01
465	chr1	51618265	181	139	Noise	Weak	False	False	hp	hp	0	0	1	1
467	chr1	51704861	149	80	Weak	Noise	False	False	hp	hp	0	0	1	1
468	chr1	51705348	156	79	Weak	Noise	False	False	hp	hp	0	0	1	1
469	chr1	51744128	142	67	Weak	Strong	False	True	allele	hp	0	0.5394	0.01	0.01
471	chr1	51952605	115	66	Strong	Weak	False	False	hp	hp	0	0	0.01	1
474	chr1	52055641	119	182	Noise	Weak	False	False	hp	hp	0	0	1	1
476	chr1	52096881	132	159	Strong	Weak	False	False	hp	hp	0	0	0.01	1
478	chr1	52203713	88	114	Weak	Strong	False	False	hp	hp	0	0	1	0.01
483	chr1	52691588	117	139	Weak	Noise	False	False	hp	hp	0	0	1	1
485	chr1	52894697	103	147	Weak	Noise	False	False	hp	hp	0	0	1	0.01
489	chr1	53135760	104	113	Weak	Strong	False	True	hp	hp	0	0.5356	1	0.01
490	chr1	53164656	102	108	Weak	Strong	False	False	hp	hp	0	0	1	0.01
491	chr1	53382583	81	127	Weak	Strong	False	False	hp	hp	0	0	1	0.01
492	chr1	53414848	113	125	Weak	Strong	False	True	hp	hp	0	0.9386	1	0.01
